transcript_id,61,62,63
TCONS_00047981,0,0,0
TCONS_00032158,568,524,1233
TCONS_00034303,0,0,6
TCONS_00028531,122,123,152
TCONS_00019941,213,0,56
TCONS_00054869,652,1107,954
TCONS_00016292,1,12,23
TCONS_00008587,25,39,58
TCONS_00015549,63,0,194
TCONS_00019796,131,0,1097
TCONS_00008044,1258,1875,909
TCONS_00000462,37,25,33
TCONS_00018032,1,0,0
TCONS_00003886,0,34,28
TCONS_00039592,0,1,112
TCONS_00007909,13,18,26
TCONS_00016621,57,14,99
TCONS_00019363,157,161,373
TCONS_00021822,102,61,130
TCONS_00019810,17,7,23
TCONS_00059432,38,116,0
TCONS_00051130,52,72,84
TCONS_00041112,491,443,49
TCONS_00043669,65,67,68
TCONS_00059110,2,0,4
TCONS_00023368,17,10,17
TCONS_00056347,256,201,255
TCONS_00031826,8,12,16
TCONS_00055153,0,0,0
TCONS_00011774,58,141,237
TCONS_00051121,144,83,149
TCONS_00033381,37,19,28
TCONS_00045861,24,12,12
TCONS_00028427,159,96,354
TCONS_00026792,0,0,0
TCONS_00002575,0,3,5
TCONS_00028778,852,764,972
TCONS_00006853,2,2,22
TCONS_00014833,1859,1504,2925
TCONS_00039858,278,235,587
TCONS_00006769,0,0,1
TCONS_00014819,24,24,59
TCONS_00050534,237,195,230
TCONS_00017342,244,266,272
TCONS_00029514,37,18,53
TCONS_00054647,224,261,205
TCONS_00045895,13,11,34
TCONS_00056817,4,2,4
TCONS_00036747,55,24,66
TCONS_00026169,744,524,448
TCONS_00027992,12,27,26
TCONS_00053743,86,49,83
TCONS_00043865,142,40,173
TCONS_00036451,0,9,27
TCONS_00035663,3651,3141,3736
TCONS_00015404,5,19,11
TCONS_00018999,0,17,35
TCONS_00046007,0,0,0
TCONS_00055521,36,49,15
TCONS_00050040,4,3,2
TCONS_00013336,0,0,0
TCONS_00033103,59,0,186
TCONS_00001024,76,42,134
TCONS_00060662,17,10,12
TCONS_00013620,32,40,25
TCONS_00007003,9,4,15
TCONS_00062475,0,5,0
TCONS_00062478,0,2,3
TCONS_00000197,892,763,1038
TCONS_00024901,57,96,132
TCONS_00055601,8,15,19
TCONS_00055198,0,4,2
TCONS_00014368,16,14,13
TCONS_00017947,181,206,296
TCONS_00020739,7,0,0
TCONS_00022922,98,83,153
TCONS_00035036,0,0,424
TCONS_00046547,2,5,6
TCONS_00049704,2563,2224,2940
TCONS_00050101,0,6,10
TCONS_00057779,71,48,55
TCONS_00018609,11,6,32
TCONS_00057099,0,0,24
TCONS_00058446,45,14,44
TCONS_00019486,1,4,6
TCONS_00027043,8,24,20
TCONS_00008773,0,17,29
TCONS_00052531,10,49,0
TCONS_00042118,0,12,14
TCONS_00041036,0,0,0
TCONS_00053115,18,0,9
TCONS_00038084,68,71,121
TCONS_00008726,440,224,436
TCONS_00060247,210,189,579
TCONS_00013145,0,2,1
TCONS_00014060,5,7,10
TCONS_00052109,0,0,0
TCONS_00057230,150,90,130
TCONS_00053590,35,11,77
TCONS_00039578,0,3,3
TCONS_00004585,0,0,0
TCONS_00055765,16,3,12
TCONS_00026046,0,0,0
TCONS_00010634,154,162,376
TCONS_00023016,2252,2043,2505
TCONS_00007204,25,85,6
TCONS_00061095,691,439,545
TCONS_00058143,44,47,145
TCONS_00023586,32,44,43
TCONS_00034706,6,0,0
TCONS_00044752,11,0,67
TCONS_00000821,645,328,1047
TCONS_00002903,2,0,7
TCONS_00019816,17,17,11
TCONS_00049705,7,12,6
TCONS_00019726,50,50,51
TCONS_00011115,0,10,0
TCONS_00062989,197,165,256
TCONS_00008355,3,0,3
TCONS_00000959,70,58,48
TCONS_00040213,3,0,3
TCONS_00022835,224,175,230
TCONS_00019631,0,2,0
TCONS_00026461,7,10,2
TCONS_00058095,0,2,0
TCONS_00024483,143,2,46
TCONS_00024718,20,33,27
TCONS_00002177,0,0,0
TCONS_00002236,245,223,371
TCONS_00009523,35,44,273
TCONS_00033254,17,12,36
TCONS_00017001,501,177,681
TCONS_00059852,234,421,282
TCONS_00001440,508,540,547
TCONS_00049488,19,14,26
TCONS_00011556,25,21,16
TCONS_00034257,2,0,0
TCONS_00024682,8,3,10
TCONS_00023653,4,4,30
TCONS_00013649,252,115,320
TCONS_00025199,11,28,0
TCONS_00013015,10,30,20
TCONS_00037678,438,451,608
TCONS_00002473,120,79,468
TCONS_00015116,5,0,8
TCONS_00044889,14,12,28
TCONS_00041974,0,0,0
TCONS_00058999,309,133,316
TCONS_00048481,38,10,20
TCONS_00038753,0,1,0
TCONS_00017863,0,0,0
TCONS_00047053,169,49,560
TCONS_00030647,0,47,1301
TCONS_00048206,0,0,0
TCONS_00043976,9,7,14
TCONS_00031853,0,0,0
TCONS_00000602,6,11,10
TCONS_00037691,13,28,32
TCONS_00037726,0,25,6
TCONS_00030744,22,7,11
TCONS_00042137,107,114,139
TCONS_00049729,208,220,189
TCONS_00023674,1514,1832,2198
TCONS_00054464,0,0,0
TCONS_00026339,361,238,265
TCONS_00037244,92,50,0
TCONS_00051942,0,0,4
TCONS_00000176,108,96,245
TCONS_00061945,6,86,1
TCONS_00037686,126,114,120
TCONS_00025430,0,0,0
TCONS_00014282,0,61,38
TCONS_00008351,66,38,55
TCONS_00012293,0,29,0
TCONS_00041954,0,190,0
TCONS_00000474,0,0,0
TCONS_00062993,2,0,1
TCONS_00029090,0,0,3
TCONS_00038919,1,2,1
TCONS_00043325,3,15,16
TCONS_00061223,69,59,103
TCONS_00015435,83,68,99
TCONS_00025375,26,0,18
TCONS_00062295,79,49,81
TCONS_00049027,708,598,644
TCONS_00040681,969,759,1143
TCONS_00026376,0,15,1
TCONS_00026996,33,25,42
TCONS_00046650,0,0,69
TCONS_00003244,37,14,94
TCONS_00060901,0,0,0
TCONS_00012928,71,21,131
TCONS_00005877,0,0,10
TCONS_00059322,16,22,22
TCONS_00005249,182,27,271
TCONS_00062633,56,59,78
TCONS_00025984,551,398,669
TCONS_00038846,1830,1583,2018
TCONS_00055901,1798,1222,1971
TCONS_00000795,17,32,34
TCONS_00036971,0,0,0
TCONS_00033605,739,844,684
TCONS_00046474,74,48,75
TCONS_00025279,2,0,87
TCONS_00019454,0,0,0
TCONS_00024253,0,0,407
TCONS_00003691,24,22,64
TCONS_00007256,164,50,219
TCONS_00049113,71,31,66
TCONS_00061588,0,1,2
TCONS_00048966,594,426,793
TCONS_00015654,2,0,2
TCONS_00029894,423,403,515
TCONS_00031019,61,123,11
TCONS_00015031,384,176,380
TCONS_00051392,2,2,4
TCONS_00060848,341,20,664
TCONS_00039094,1144,539,480
TCONS_00000358,769,641,979
TCONS_00009509,10,0,0
TCONS_00014183,5,2,7
TCONS_00049818,11,11,6
TCONS_00000580,0,5,0
TCONS_00012585,778,183,834
TCONS_00001525,41,16,101
TCONS_00051852,610,482,589
TCONS_00054700,0,0,0
TCONS_00028528,128,106,158
TCONS_00015163,472,285,465
TCONS_00033950,288,219,398
TCONS_00059187,10,8,8
TCONS_00027987,752,612,1012
TCONS_00030762,0,1,0
TCONS_00005309,0,0,4
TCONS_00012737,121,74,83
TCONS_00051253,6,15,13
TCONS_00031779,751,694,557
TCONS_00025711,2,8,7
TCONS_00024299,5,0,0
TCONS_00013224,0,9,0
TCONS_00053012,263,67,169
TCONS_00013604,13,43,77
TCONS_00052911,12,17,26
TCONS_00057020,30,37,29
TCONS_00055183,16,13,12
TCONS_00003323,0,5,13
TCONS_00015357,0,9,5
TCONS_00013526,152,128,210
TCONS_00062485,105,229,31
TCONS_00021464,26,26,38
TCONS_00004607,24,13,43
TCONS_00041485,6,4,7
TCONS_00006496,72,54,111
TCONS_00053427,107,132,108
TCONS_00024735,23,19,13
TCONS_00044801,0,1,24
TCONS_00005276,16,2,7
TCONS_00049838,195,139,267
TCONS_00006072,0,0,13
TCONS_00009435,91,56,31
TCONS_00023690,53,339,170
TCONS_00027565,106,83,156
TCONS_00005087,70,154,305
TCONS_00020139,282,206,477
TCONS_00002265,113,81,86
TCONS_00005745,19,15,13
TCONS_00037038,3,0,0
TCONS_00016849,577,476,707
TCONS_00011305,2,0,0
TCONS_00020696,3,6,8
TCONS_00059379,125,226,65
TCONS_00040112,1,5,0
TCONS_00055391,61,64,35
TCONS_00023269,24,23,35
TCONS_00005148,0,58,44
TCONS_00027247,14,0,32
TCONS_00000655,0,0,0
TCONS_00006880,1,0,1
TCONS_00034674,232,144,226
TCONS_00038270,156,32,57
TCONS_00053981,8,18,14
TCONS_00037671,21,46,86
TCONS_00024544,7,0,5
TCONS_00001149,23,18,54
TCONS_00055496,323,457,638
TCONS_00025683,235,229,181
