transcript_id,54,57,65
g25760.t1,16,15,20
g6353.t1,9,8,76
g67718.t1,16,20,12
g8689.t1,6,12,10
g191.t1,6,3,5
g20735.t1,12,4,9
g28637.t1,9,0,2
g5463.t1,100,63,99
g10190.t1,16,12,16
g42011.t1,14,22,11
g12723.t1,36,13,2
g47951.t1,35,0,44
g34061.t1,17,4,19
g18415.t1,8,4,15
g17301.t1,107,63,45
g48299.t1,198,95,156
g28082.t1,99,58,60
adi2mcaRNA9763_R5.t1,47,37,30
g31841.t1,8,0,10
g48865.t1,44,19,15
g45767.t1,106,62,76
g62552.t1,0,0,0
g25217.t1,0,7,2
g70597.t1,33,49,3
g20967.t1,29,13,26
g43107.t1,68,33,41
g2256.t1,28,15,28
g65945.t1,31,23,17
g36227.t1,43,15,44
g1811.t1,43,37,15
g19837.t1,27,3,15
g29491.t1,15,14,19
g20775.t1,5,5,5
g1195.t1,3,2,2
adi2mcaRNA33291_R0.t1,143,33,71
g37215.t1,63,48,53
g71318.t1,7,3,23
g52261.t1,11,0,1
g65029.t1,31,29,33
g19977.t1,41,24,29
adi2mcaRNA13978_R2.t1,45,2,36
g27777.t1,47,21,39
g22066.t1,6,2,7
g8069.t1,0,0,31
g52997.t1,12,8,11
g22399.t1,204,137,170
g34960.t1,10,9,19
g26354.t1,92,54,56
g11594.t1,35,33,39
g56988.t1,95,22,4
g17173.t1,7,28,41
g33438.t1,21,6,24
g2398.t1,32,22,30
g38574.t1,14,9,18
adi2mcaRNA23203_R2.t1,8,0,23
g52105.t1,30,16,20
g24401.t1,336,160,242
adi2mcaRNA34013_R8.t1,0,45,0
g36087.t1,108,62,91
g22682.t1,30,17,20
g33442.t1,11,9,10
g25350.t1,4,10,9
g31823.t1,33,26,26
g37441.t1,76,8,29
g28878.t1,6,22,3
g12890.t1,0,11,6
g64824.t1,34,21,3
g17919.t1,50,42,41
g22456.t1,74,60,55
g63234.t1,74,27,52
g1500.t1,3,7,17
g38854.t1,36,31,41
